id,id_vehicule,num_veh,senc,catv,obs,obsm,choc,manv,motor,occutc
202100000047,201673,B01,1,7,0,2,3,1,1,
202100000048,201669,B01,3,7,0,2,1,19,1,
202100000048,201670,A01,2,7,0,2,2,1,1,
202100000048,201671,C01,1,7,0,2,3,1,2,
202100000049,201661,B01,1,7,0,2,1,1,1,
202100000049,201662,A01,1,7,0,2,4,23,1,
202100000050,201659,B01,1,7,0,2,4,1,1,
202100000050,201660,A01,2,33,0,2,1,26,1,
202100000051,201657,B01,3,7,0,2,1,1,0,
202100000051,201658,A01,3,1,0,2,8,1,5,
202100000052,201653,A01,2,7,0,1,3,19,1,
202100000053,201651,A01,1,99,0,2,3,10,1,
202100000053,201652,B01,1,33,0,2,1,1,1,
202100000054,201650,A01,1,7,1,0,2,26,1,
202100000055,201648,A01,1,32,1,2,3,18,1,
202100000055,201649,B01,1,7,0,2,7,1,1,
202100000056,201647,A01,0,30,0,0,1,14,1,
202100000057,201645,B01,3,10,0,2,1,1,1,
202100000057,201646,A01,3,7,0,2,1,16,1,
202100000058,201643,A01,3,10,0,2,2,1,1,
202100000058,201644,B01,1,10,0,2,3,1,1,
202100000059,201642,A01,2,33,0,0,8,0,1,
202100000060,201640,A01,0,7,0,2,3,1,0,
202100000060,201641,B01,0,7,0,2,3,1,0,
202100000061,201638,A01,3,7,0,2,2,15,1,
202100000061,201639,B01,3,7,0,2,1,1,1,
202100000062,201637,A01,1,50,0,1,1,1,3,
202100000063,201636,A01,1,2,0,6,1,1,1,
202100000064,201634,A01,1,7,0,-1,4,1,-1,
202100000064,201635,B01,1,7,0,0,1,1,-1,
202100000065,201633,A01,0,50,0,1,1,26,3,
202100000066,201632,A01,0,7,0,1,1,1,1,
202100000067,201630,A01,2,7,0,2,1,1,1,
202100000067,201631,B01,1,33,0,2,2,15,1,
202100000068,201629,A01,1,7,13,0,3,1,1,
202100000069,201627,A01,2,7,0,2,3,5,1,
202100000069,201628,B01,0,7,0,0,0,0,1,
202100000070,201625,B01,0,1,0,2,0,0,-1,
202100000070,201626,A01,0,7,0,2,0,0,-1,
202100000071,201623,B01,0,1,0,0,0,0,0,
202100000071,201624,A01,1,7,0,2,3,21,1,
202100000072,201622,A01,2,10,0,0,-1,1,1,
202100000073,201621,A01,2,7,0,1,2,16,1,
202100000074,201620,A01,1,7,0,1,1,1,1,
202100000075,201616,D01,1,7,0,2,1,2,1,
202100000075,201617,C01,1,7,0,2,1,2,1,
202100000075,201618,B01,1,7,0,2,1,2,1,
202100000075,201619,A01,1,7,0,0,0,0,1,
202100000076,201615,A01,2,2,0,0,0,26,1,
202100000077,201614,A01,3,7,0,1,0,26,1,
202100000078,201612,A01,1,7,0,2,3,26,1,
202100000078,201613,B01,2,2,0,2,3,15,1,
202100000079,201610,B01,1,99,0,2,1,1,1,
202100000079,201611,A01,1,10,0,2,8,15,0,
202100000080,201609,A01,1,7,8,0,1,9,1,
202100000081,201608,A01,0,7,2,0,1,1,1,
202100000082,201606,A01,3,7,0,2,3,19,1,
202100000082,201607,B01,2,30,0,2,1,17,1,
202100000083,201605,A01,3,33,0,1,1,1,1,
202100000084,201603,A01,1,7,0,2,3,1,1,
202100000084,201604,B01,1,7,0,2,1,1,1,
202100000085,201597,A01,1,7,5,0,1,0,1,
202100000086,201596,A01,2,99,4,0,0,26,6,
202100000087,201594,B01,3,7,0,2,1,0,1,
202100000087,201595,A01,3,50,0,2,1,13,3,
202100000088,201592,A01,3,7,6,0,1,1,1,
202100000089,201590,B01,1,33,-1,2,2,1,1,
202100000089,201591,A01,1,7,0,2,8,1,1,
202100000090,201588,B01,3,60,0,2,3,19,5,
202100000090,201589,A01,3,7,0,1,1,1,1,
202100000091,201586,A01,2,7,0,2,8,1,1,
202100000091,201587,B01,1,31,0,2,0,13,1,
202100000092,201584,A01,2,7,0,2,2,1,1,
202100000092,201585,B01,2,2,0,2,8,19,1,
202100000093,201583,A01,2,7,0,1,3,19,1,
202100000094,201582,A01,2,7,3,2,1,14,1,
202100000095,201581,A01,3,3,1,0,1,0,0,
202100000096,201579,A01,3,7,0,2,3,9,2,
202100000096,201580,B01,3,50,0,2,1,0,3,
202100000097,201577,A01,3,3,0,2,3,19,0,
202100000097,201578,B01,0,2,0,2,1,0,1,
202100000098,201575,B01,2,7,0,2,8,19,1,
202100000098,201576,A01,2,10,0,2,1,1,1,
202100000099,201573,A01,1,7,0,2,7,18,1,
202100000099,201574,B01,2,10,0,2,1,1,0,
202100000100,201572,A01,1,7,0,1,1,2,1,
202100000101,201570,A01,3,1,14,0,1,1,0,
202100000101,201571,B01,3,1,14,0,1,1,0,
202100000102,201569,A01,0,2,16,0,7,14,1,
202100000103,201567,A01,3,7,0,2,2,1,1,
202100000103,201568,C01,3,30,0,2,8,9,1,
202100000104,201565,B01,1,7,0,2,1,1,1,
202100000104,201566,A01,1,7,0,2,1,13,1,
202100000105,201563,A01,1,10,0,2,1,1,1,
202100000105,201564,B01,2,7,0,2,1,1,1,
202100000106,201561,A01,3,7,0,2,4,23,1,
202100000106,201562,B01,3,7,0,2,1,2,1,
202100000107,201559,A01,0,10,0,2,1,11,-1,
202100000107,201560,B01,0,1,0,2,1,1,-1,
202100000108,201558,A01,3,1,12,0,1,14,5,
202100000109,201557,A01,1,7,17,0,1,1,1,
202100000110,201555,B01,3,7,0,2,2,1,1,
202100000110,201556,A01,3,30,0,2,8,13,1,
202100000111,201553,A01,3,7,0,2,2,15,1,
202100000111,201554,B01,3,2,0,2,1,26,1,
202100000112,201550,A01,0,7,0,0,0,1,1,
202100000113,201549,A01,1,7,10,1,2,2,1,
202100000114,201548,A01,2,7,0,1,1,1,1,
202100000115,201546,A01,1,7,0,2,3,13,1,
202100000115,201547,B01,2,7,0,2,3,1,1,
202100000116,201545,A01,2,7,0,1,1,1,1,
202100000117,201543,A01,1,7,0,2,3,19,1,
202100000117,201544,B01,0,10,0,0,8,2,1,
202100000118,201542,A01,3,2,0,1,2,17,1,
202100000119,201541,A01,0,7,0,1,1,1,6,
202100000120,201540,A01,2,7,0,1,1,1,1,
202100000121,201538,A01,1,30,0,2,1,1,1,
202100000121,201539,B01,1,7,0,2,4,23,1,
202100000122,201536,A01,3,7,8,2,2,1,1,
202100000122,201537,B01,3,7,0,2,6,1,1,
202100000123,201535,A01,1,7,3,0,2,1,1,
202100000124,201533,B01,1,7,0,2,1,1,1,
202100000124,201534,A01,2,7,0,2,1,1,1,
202100000125,201532,A01,2,7,0,0,3,1,1,
202100000126,201530,B01,2,33,0,2,1,17,1,
202100000126,201531,A01,2,7,0,2,8,15,1,
202100000127,201529,A01,3,39,0,1,2,19,3,
202100000128,201524,A01,3,7,0,0,1,19,1,
202100000129,201523,A01,0,7,12,0,2,1,1,
202100000130,201521,A01,3,7,0,2,3,1,1,
202100000130,201522,B01,3,50,0,2,0,0,3,
202100000131,201517,B01,1,2,0,2,1,1,1,
202100000131,201518,A01,1,7,0,2,3,15,1,
202100000132,201514,A01,0,33,0,0,1,26,1,
202100000133,201512,B01,2,34,0,2,1,1,1,
202100000133,201513,A01,1,7,0,2,2,15,1,
202100000134,201510,A01,2,30,0,1,1,17,1,
202100000134,201511,B01,1,7,0,2,8,23,1,
202100000135,201509,A01,3,36,2,0,1,13,1,
202100000136,201507,A01,3,13,0,2,2,26,1,
202100000136,201508,B01,3,1,0,2,3,0,0,
202100000137,201503,D01,1,7,0,2,4,1,1,
202100000137,201504,C01,1,7,0,2,6,1,1,
202100000137,201505,B01,1,7,12,2,5,1,1,
202100000137,201506,A01,1,99,0,2,1,1,1,
202100000138,201501,A01,1,7,0,1,1,1,1,
202100000139,201499,B01,1,2,0,2,1,1,1,
202100000139,201500,A01,1,7,0,2,5,4,1,
202100000140,201497,B01,2,32,0,2,1,1,1,
202100000140,201498,A01,2,7,0,2,4,9,1,
202100000141,201495,B01,3,2,0,2,0,13,1,
202100000141,201496,A01,3,99,0,2,3,0,1,
202100000142,201491,C01,1,7,0,2,4,1,1,
202100000142,201492,A01,1,7,0,2,1,1,1,
202100000142,201493,B01,1,7,0,2,4,1,1,
202100000143,201488,A01,1,7,0,2,7,11,1,
202100000143,201489,B01,1,7,0,2,9,1,2,
202100000143,201490,C01,1,7,0,2,8,1,1,
202100000144,201486,A01,2,7,0,2,1,1,1,
202100000144,201487,B01,2,7,0,2,4,2,1,
202100000145,201484,A01,2,7,3,2,2,17,1,
202100000145,201485,B01,2,7,3,2,6,1,1,
202100000146,201483,A01,1,7,4,0,1,12,1,
202100000147,201482,A01,2,7,16,0,1,1,1,
202100000148,201479,C01,2,7,0,2,8,21,1,
202100000148,201480,B01,2,7,0,2,1,1,1,
202100000148,201481,A01,2,7,0,2,4,1,1,
202100000149,201478,A01,1,7,4,9,1,21,1,
202100000150,201477,A01,2,7,1,0,1,13,1,
202100000151,201475,A01,2,7,0,2,3,13,1,
202100000151,201476,B01,1,7,0,2,3,21,1,
202100000152,201474,A01,3,33,0,0,4,1,1,
202100000153,201473,A01,1,7,0,6,3,1,2,
202100000154,201472,A01,1,7,0,1,1,15,1,
202100000155,201471,A01,3,30,1,0,5,1,1,
202100000156,201469,B01,1,33,0,2,0,0,1,
202100000156,201470,A01,1,7,0,2,3,9,1,
202100000157,201467,B01,2,33,0,2,1,1,1,
202100000157,201468,A01,1,7,0,2,2,15,1,
202100000158,201465,B01,0,7,0,2,5,1,1,
202100000158,201466,A01,0,7,0,2,1,19,1,
202100000159,201464,A01,2,7,6,0,3,13,1,
202100000160,201462,A01,0,10,0,2,3,0,1,
202100000160,201463,B01,0,7,0,2,3,0,1,
202100000161,201458,B01,3,31,0,2,3,10,1,
202100000161,201459,A01,3,7,0,2,2,17,1,
202100000162,201456,B01,0,1,0,2,1,2,5,
202100000162,201457,A01,0,7,0,2,2,11,1,
202100000163,201453,A01,1,7,0,1,0,1,0,
202100000164,201452,A01,1,7,0,1,1,1,1,
202100000165,201451,A01,2,7,0,1,2,1,1,
202100000166,201447,C01,2,7,0,2,2,2,0,
202100000166,201448,D01,2,7,0,2,1,2,1,
202100000166,201449,B01,2,7,0,2,6,2,1,
202100000166,201450,A01,2,7,0,2,4,1,1,
202100000167,201445,B01,3,7,0,9,3,1,1,
202100000167,201446,A01,3,33,0,2,1,1,1,
202100000168,201443,B01,3,7,0,2,4,23,1,
202100000168,201444,A01,3,7,0,2,1,2,1,
202100000169,201442,A01,0,7,0,0,9,21,1,
202100000170,201440,A01,2,7,0,2,1,13,1,
202100000170,201441,B01,1,10,0,2,1,21,1,
202100000171,201438,B01,1,2,0,2,1,0,6,
202100000171,201439,A01,1,7,0,2,3,15,0,
202100000172,201436,B01,2,7,0,2,3,15,1,
202100000172,201437,A01,2,30,1,2,9,17,1,
202100000173,201434,A01,1,34,0,2,8,15,1,
202100000173,201435,B01,1,2,0,2,3,15,1,
202100000174,201433,A01,2,7,0,0,9,13,1,
202100000175,201432,A01,1,1,0,0,8,1,5,
202100000176,201431,A01,2,7,0,1,1,1,1,
202100000177,201429,B01,2,31,0,2,1,3,1,
202100000177,201430,A01,1,30,0,2,1,3,1,
202100000178,201424,B01,2,7,0,2,4,23,1,
202100000178,201425,A01,2,7,2,2,1,26,1,
202100000179,201422,A01,1,1,0,2,8,2,5,
202100000179,201423,B01,1,7,0,2,7,16,1,
202100000180,201420,A01,2,1,0,2,4,1,5,
202100000180,201421,B01,2,7,0,2,1,1,-1,
202100000181,201418,B01,1,1,0,2,1,1,5,
202100000181,201419,A01,2,7,0,2,1,15,1,
202100000182,201417,A01,2,7,15,0,1,1,1,
202100000183,201416,A01,2,33,14,0,1,1,1,
202100000184,201413,A01,1,7,2,0,3,1,1,
202100000185,201411,A01,2,7,0,2,2,15,1,
202100000185,201412,B01,1,2,0,0,2,1,1,
202100000186,201409,A01,1,7,0,2,1,1,1,
202100000186,201410,B01,1,7,0,2,4,15,1,
202100000187,201407,A01,0,7,0,2,3,13,1,
202100000187,201408,B01,0,7,0,2,3,1,1,
202100000188,201406,A01,1,7,13,0,2,1,1,
202100000189,201403,A01,3,7,0,2,1,1,1,
202100000189,201404,B01,3,7,0,2,4,23,1,
202100000189,201405,C01,3,7,6,2,4,23,1,
202100000190,201401,A01,3,99,0,2,1,1,3,
202100000190,201402,B01,3,7,0,2,3,9,2,
202100000191,201399,B01,0,80,0,2,1,15,3,
202100000191,201400,A01,2,7,0,2,1,15,1,
202100000192,201398,A01,1,7,0,1,2,9,1,
202100000193,201396,B01,1,7,0,2,3,13,0,
202100000193,201397,A01,2,7,0,2,3,1,1,
202100000194,201395,A01,0,7,2,0,1,15,1,
202100000195,201393,B01,1,39,0,2,8,1,3,
202100000195,201394,A01,2,1,0,4,0,26,5,
202100000196,201392,A01,2,7,3,0,1,1,1,
202100000197,201387,A01,1,7,1,1,1,25,1,
202100000198,201386,A01,1,7,8,0,1,1,1,
202100000199,201384,B01,1,7,0,2,4,1,-1,
202100000199,201385,A01,1,30,0,2,1,1,0,
202100000200,201383,A01,3,30,0,1,1,18,1,
202100000201,201379,A01,2,7,0,2,1,9,1,
202100000201,201380,B01,1,1,0,2,3,9,5,
202100000202,201377,A01,2,7,0,2,3,15,1,
202100000202,201378,B01,3,2,0,2,1,1,1,
202100000203,201376,A01,1,1,0,0,8,1,5,
202100000204,201374,B01,2,80,0,2,7,1,3,
202100000204,201375,A01,2,7,0,2,1,1,1,
202100000205,201370,A01,1,7,0,2,4,1,1,
202100000205,201371,B01,1,10,0,2,1,1,1,
202100000206,201368,B01,2,34,0,2,1,16,1,
202100000206,201369,A01,2,7,0,2,7,1,1,
202100000207,201366,B01,3,7,0,2,2,1,1,
202100000207,201367,A01,3,33,0,2,2,1,1,
202100000208,201365,A01,3,7,3,0,1,26,1,
202100000209,201364,A01,1,7,9,0,1,13,1,
202100000210,201363,A01,1,32,0,1,1,0,1,
202100000211,201361,B01,0,7,0,0,0,0,0,
202100000211,201362,A01,0,7,8,2,3,7,1,
202100000212,201360,A01,1,7,6,0,1,1,1,
202100000213,201357,A01,2,7,0,1,2,2,1,
202100000214,201355,A01,1,7,0,2,4,1,1,
202100000214,201356,B01,1,2,0,2,1,2,1,
202100000215,201354,A01,3,7,0,1,2,1,1,
202100000216,201351,C01,1,7,0,2,8,23,1,
202100000216,201352,A01,1,7,0,2,1,15,1,
202100000216,201353,B01,1,10,0,2,7,26,1,
202100000217,201350,A01,3,1,16,0,1,1,5,
202100000218,201348,A01,1,7,0,2,7,16,1,
202100000218,201349,B01,1,1,0,2,7,1,5,
202100000219,201346,B01,1,33,0,2,1,3,1,
202100000219,201347,A01,1,7,0,2,2,10,1,
202100000220,201345,A01,1,10,0,0,2,1,1,
202100000221,201343,B01,1,10,0,2,8,22,1,
202100000221,201344,A01,1,80,1,0,7,26,3,
202100000222,201342,A01,1,7,6,0,3,1,1,
202100000223,201339,A01,1,7,0,2,1,21,1,
202100000223,201340,B01,1,7,0,2,6,23,1,
202100000223,201341,C01,1,7,0,0,4,23,1,
202100000224,201333,A01,1,7,0,1,1,9,1,
202100000225,201331,A01,1,7,0,2,3,13,1,
202100000225,201332,B01,2,7,0,2,3,1,1,
202100000226,201327,A01,1,7,0,2,7,16,1,
202100000226,201328,B01,1,1,0,2,1,1,5,
202100000227,201322,A01,1,7,0,2,4,2,1,
202100000227,201323,B01,1,7,0,2,1,2,1,
202100000227,201324,C01,1,7,5,2,8,2,0,
202100000227,201325,D01,1,7,0,2,4,2,0,
202100000227,201326,E01,1,7,0,2,1,2,0,
202100000228,201319,C01,2,7,0,2,2,1,1,
202100000228,201320,A01,1,1,0,2,1,19,5,
202100000228,201321,B01,1,1,0,2,1,19,5,
202100000229,201317,A01,1,7,1,0,1,1,1,
202100000229,201318,C01,1,7,0,2,4,0,1,
202100000230,201316,A01,2,7,0,1,1,1,1,
202100000231,201314,A01,1,7,0,2,1,2,1,
202100000231,201315,B01,1,10,0,2,4,2,1,
202100000232,201312,A01,2,32,0,2,1,8,1,
202100000232,201313,B01,1,7,0,2,2,15,1,
202100000233,201310,B01,3,7,0,2,5,1,2,
202100000233,201311,A01,3,2,0,2,3,0,1,
202100000234,201309,A01,2,7,6,0,1,1,1,
202100000235,201307,B01,3,2,0,0,2,1,1,
202100000235,201308,A01,3,7,0,2,3,9,1,
202100000236,201305,B01,1,31,1,2,2,17,1,
202100000236,201306,A01,1,7,0,2,3,15,1,
202100000237,201303,B01,1,2,0,2,1,13,1,
202100000237,201304,A01,1,7,0,2,8,13,1,
202100000238,201301,A01,1,10,3,0,3,26,1,
202100000239,201297,A01,2,30,0,2,1,1,1,
202100000239,201298,B01,2,7,0,2,4,1,1,
202100000240,201293,A01,1,7,0,2,2,12,1,
202100000240,201294,B01,1,43,0,2,3,7,1,
202100000241,201292,A01,1,33,0,6,1,1,1,
202100000242,201290,B01,1,7,0,2,3,15,-1,
202100000242,201291,A01,1,34,0,2,1,17,1,
202100000243,201288,B01,2,60,0,2,1,1,5,
202100000243,201289,A01,1,10,0,2,2,15,1,
202100000244,201285,A01,3,7,0,1,1,15,1,
202100000245,201283,A01,3,7,7,2,1,1,1,
202100000245,201284,B01,3,7,0,2,3,15,1,
202100000246,201282,B01,0,7,0,2,1,1,1,
202100000247,201281,A01,2,7,0,1,1,14,1,
202100000248,201279,A01,2,30,0,2,2,15,1,
202100000248,201280,B01,1,7,0,2,1,1,1,
202100000249,201277,A01,1,1,0,2,4,11,5,
202100000249,201278,B01,1,7,0,2,2,1,1,
202100000250,201275,A01,2,7,0,2,2,14,1,
202100000250,201276,B01,2,1,0,2,4,26,0,
202100000251,201274,A01,3,1,0,1,0,2,0,
202100000252,201273,A01,3,38,0,1,8,16,1,1
202100000253,201271,B01,2,31,0,2,0,0,1,
202100000253,201272,A01,3,10,0,2,7,19,1,
202100000254,201270,A01,0,30,0,1,4,21,1,
202100000255,201269,A01,1,7,0,0,1,1,1,
202100000256,201267,A01,3,7,13,0,0,15,1,
202100000257,201266,A01,2,7,6,0,1,13,1,
202100000258,201265,A01,1,7,1,0,2,21,1,
202100000259,201264,A01,1,7,4,0,1,1,1,
202100000260,201260,B01,1,7,0,2,-1,17,-1,
202100000260,201261,A01,1,7,0,0,0,1,1,
202100000261,201258,A01,3,7,0,2,3,10,1,
202100000261,201259,B01,3,2,0,2,1,17,1,
202100000262,201254,B01,-1,30,-1,-1,-1,-1,-1,
202100000262,201255,A01,-1,20,-1,-1,-1,-1,-1,
202100000263,201252,A01,1,32,0,2,1,1,1,
202100000263,201253,B01,2,7,0,2,3,15,1,
202100000264,201250,A01,1,7,0,2,2,15,1,
202100000264,201251,B01,1,3,0,2,1,1,0,
202100000265,201248,B01,3,33,0,2,2,17,1,
202100000265,201249,A01,3,7,0,2,8,19,1,
202100000266,201246,A01,1,10,0,2,3,16,1,
202100000266,201247,B01,1,34,0,2,1,1,1,
202100000267,201244,B01,1,7,0,2,4,1,1,
202100000267,201245,A01,1,30,0,2,1,26,1,
202100000268,201243,A01,1,10,6,0,1,1,1,
202100000269,201240,A01,1,7,0,2,9,13,1,
202100000269,201241,C01,3,7,0,0,1,1,1,
202100000269,201242,B01,3,7,0,2,1,1,1,
202100000270,201238,B01,2,7,0,2,3,20,1,
202100000270,201239,A01,2,2,0,2,2,1,1,
202100000271,201237,E01,2,39,0,1,6,1,3,
202100000272,201235,B01,1,7,0,2,6,1,1,
202100000272,201236,A01,2,7,1,2,1,13,1,
202100000273,201233,B01,0,50,0,2,8,19,3,
202100000273,201234,A01,1,7,0,2,1,1,1,
202100000274,201231,B01,1,1,0,2,1,2,5,
202100000274,201232,A01,1,7,0,2,2,2,1,
202100000275,201229,B01,3,33,0,2,1,1,1,
202100000275,201230,A01,3,10,0,2,2,15,1,
202100000276,201227,B01,1,7,0,2,7,1,1,
202100000276,201228,A01,3,7,0,2,1,1,1,
202100000277,201226,A01,2,7,2,0,0,13,1,
202100000278,201225,A01,2,7,4,0,0,21,1,
202100000279,201224,A01,1,10,0,1,1,1,1,
202100000280,201223,A01,2,2,0,1,1,26,1,
202100000281,201221,B01,3,7,0,2,1,1,0,
202100000281,201222,A01,3,7,0,2,8,15,0,
202100000282,201220,A01,0,7,0,1,2,1,1,
202100000283,201218,A01,0,13,0,2,0,0,0,
202100000283,201219,B01,3,31,0,2,0,0,0,
202100000284,201217,A01,1,33,0,1,7,1,1,
202100000285,201215,B01,2,43,0,2,1,0,1,
202100000285,201216,A01,1,1,0,2,7,19,5,
202100000286,201212,C01,1,7,0,2,8,1,1,
202100000286,201213,B01,1,7,0,2,4,1,1,
202100000286,201214,A01,1,7,0,2,1,1,1,
202100000287,201210,A01,1,30,0,2,0,1,1,
202100000287,201211,B01,2,7,0,2,0,15,1,
202100000288,201209,A01,1,7,8,0,7,1,1,
202100000289,201207,A01,1,7,0,2,1,1,1,
202100000289,201208,B01,1,7,0,2,3,1,1,
202100000290,201205,A01,3,7,0,2,1,1,1,
202100000290,201206,B01,3,7,0,2,4,1,1,
202100000291,201203,B01,0,7,0,2,4,0,1,
202100000291,201204,A01,0,7,0,2,1,0,1,
202100000292,201201,A01,1,33,0,2,1,26,1,
202100000292,201202,B01,1,7,0,2,6,1,1,
202100000293,201199,B01,2,1,0,2,8,15,5,
202100000293,201200,A01,2,7,0,2,2,1,1,
202100000294,201197,A01,3,1,0,2,7,19,5,
202100000294,201198,B01,2,31,0,2,1,1,1,
202100000295,201195,A01,2,7,0,2,1,21,1,
202100000295,201196,B01,2,7,0,2,4,20,1,
202100000296,201193,A01,1,2,0,2,7,1,1,
202100000296,201194,B01,1,7,0,2,1,1,1,
202100000297,201191,A01,1,31,0,2,0,1,1,
202100000297,201192,B01,1,7,0,0,0,0,1,
202100000298,201189,A01,2,7,0,2,8,1,1,
202100000298,201190,B01,2,10,0,2,1,1,1,
202100000299,201187,A01,2,7,0,2,3,9,1,
202100000299,201188,B01,1,33,0,2,1,1,1,
202100000300,201185,A01,1,7,0,2,3,0,1,
202100000300,201186,B01,2,33,0,2,5,0,1,
202100000301,201184,A01,1,7,0,1,7,0,1,
202100000302,201181,A01,3,50,0,1,4,1,3,
202100000303,201179,B01,1,7,0,2,4,23,2,
202100000303,201180,A01,1,7,0,2,1,0,1,
202100000304,201178,A01,1,7,0,1,1,1,1,
202100000305,201174,A01,0,7,0,1,1,1,1,
202100000306,201171,A01,1,7,0,1,1,1,1,
202100000307,201169,A01,1,7,0,2,2,17,1,
202100000307,201170,B01,1,80,0,2,1,0,5,
202100000308,201167,B01,3,1,0,2,4,6,5,
202100000308,201168,A01,2,7,0,2,3,21,1,
202100000309,201165,B01,3,7,0,2,1,1,1,
202100000309,201166,A01,3,7,0,2,2,5,0,
202100000310,201164,A01,1,7,14,0,1,26,1,
202100000311,201162,A01,0,33,0,2,3,9,1,
202100000311,201163,B01,3,1,0,2,0,0,0,
202100000312,201160,A01,3,7,0,2,8,11,1,
202100000312,201161,B01,3,32,0,2,1,1,1,
202100000313,201158,B01,0,7,0,2,6,15,1,
202100000313,201159,A01,3,33,0,2,2,17,1,
202100000314,201156,A01,3,30,7,2,0,1,1,
202100000314,201157,B01,3,7,0,2,3,19,1,
202100000315,201154,A01,3,7,15,2,3,19,1,
202100000315,201155,B01,3,7,15,2,2,1,1,
202100000316,201153,A01,3,31,2,0,8,1,1,
202100000317,201151,A01,3,7,0,2,1,16,1,
202100000317,201152,B01,3,7,0,1,4,16,1,
202100000318,201150,A01,0,7,13,0,8,9,1,
